User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1142,Michael Ponce,marshallryan@example.com,marshallryan,16-05-1995,Male,Johntown,20-03-2024,20-03-2025,Annual,Visa,Auto-renew,Regular,Books,Horror,Tablet,High,4.3,7
1143,Kaitlyn Kelley,aobrien@example.net,aobrien,13-03-1964,Female,East Christian,11-01-2024,10-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smartphone,Low,4,4
1144,Lisa Oliver,laceywarren@example.net,laceywarren,23-11-1969,Male,Ellisville,26-01-2024,25-01-2025,Monthly,Amex,Manual,Regular,Electronics,Documentary,Tablet,Medium,3.7,7
1145,Corey Jennings,kevinwalsh@example.net,kevinwalsh,31-07-1939,Male,Wardfort,18-01-2024,17-01-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,Tablet,High,4.4,0
1146,Debra Arroyo,gclayton@example.org,gclayton,26-04-1933,Male,Stacieville,12-01-2024,11-01-2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Smart TV,Medium,4.5,0
1147,Joe Diaz,romeromadison@example.org,romeromadison,22-02-1968,Female,Richardshire,03-04-2024,03-04-2025,Annual,Visa,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4,4
1148,Tracy Davis,ngreen@example.com,ngreen,03-06-1966,Male,West Matthew,06-04-2024,06-04-2025,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Tablet,High,4.4,10
1149,Doris Wilson,sararoberson@example.org,sararoberson,03-03-1981,Male,Pittmanbury,22-03-2024,22-03-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.8,10
1150,Patricia Miller,micheleramirez@example.net,micheleramirez,29-03-1943,Female,Lowefort,13-03-2024,13-03-2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Medium,4.1,6
1151,Robin Jackson,kmorrison@example.org,kmorrison,03-07-1979,Male,New Gavinhaven,07-03-2024,07-03-2025,Annual,Visa,Manual,Occasional,Books,Sci-Fi,Smart TV,High,4.9,3
1152,Luke Johnson,hansenbrett@example.net,hansenbrett,21-04-2005,Female,Lake Sherriberg,14-01-2024,13-01-2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smartphone,High,4.1,7
1153,Julie Daniels,brandyburton@example.org,brandyburton,12-04-1953,Male,North Eric,03-03-2024,03-03-2025,Annual,Visa,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.5,1
1154,Cassandra Leonard,sean54@example.org,sean54,13-09-1987,Male,Lake Johnville,24-01-2024,23-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,Low,5,0
1155,Emily Castro,uwatts@example.net,uwatts,23-11-1983,Male,South Scottshire,13-02-2024,12-02-2025,Annual,Visa,Auto-renew,Regular,Books,Horror,Smartphone,High,4.6,2
1156,George James,kblack@example.net,kblack,03-09-1936,Female,Blackside,09-03-2024,09-03-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Smartphone,Low,4.5,0
1157,Sandra Flores,christopher45@example.net,christopher45,21-04-1964,Female,East Richardhaven,03-02-2024,02-02-2025,Annual,Mastercard,Manual,Occasional,Books,Action,Smartphone,High,3.1,2
1158,Kathleen Reynolds,bhill@example.org,bhill,10-12-1952,Female,New Timothystad,30-01-2024,29-01-2025,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.6,10
1159,Frederick Wright,hhenry@example.org,hhenry,13-01-1968,Male,Mcbridechester,01-02-2024,31-01-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Smart TV,Medium,3.7,8
1160,Barbara Harper DDS,austinestrada@example.net,austinestrada,17-02-2004,Male,Bryanmouth,23-02-2024,22-02-2025,Annual,Mastercard,Manual,Frequent,Books,Romance,Smart TV,Medium,4.5,9
1161,Parker May,piercehector@example.org,piercehector,21-01-1946,Female,East Jackton,11-01-2024,10-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,Low,3.9,5
1162,Bryan Bolton,carl18@example.net,carl18,26-02-1974,Female,North Toni,03-03-2024,03-03-2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Tablet,High,4.4,10
1163,Victoria Anderson,sanchezsherry@example.org,sanchezsherry,16-07-1967,Male,North Randallfort,12-01-2024,11-01-2025,Monthly,Visa,Auto-renew,Occasional,Books,Action,Tablet,Low,4.9,0
1164,Julie Riley,dprice@example.org,dprice,27-05-1957,Female,South Kim,30-03-2024,30-03-2025,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,Low,3.9,6
1165,Christine Moore,keith59@example.org,keith59,17-01-1987,Female,Youngland,16-01-2024,15-01-2025,Monthly,Mastercard,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.2,9
1166,Christopher Johnson,ashley32@example.org,ashley32,14-09-1988,Female,Reedtown,10-01-2024,09-01-2025,Monthly,Visa,Manual,Frequent,Clothing,Comedy,Smart TV,Low,4.6,9
1167,Jason Ward,klopez@example.net,klopez,29-04-1972,Female,Andrewmouth,20-01-2024,19-01-2025,Annual,Visa,Manual,Regular,Books,Horror,Smartphone,Medium,4.9,7
1168,Michelle Robinson,anna10@example.org,anna10,31-03-1934,Female,Kevinchester,25-02-2024,24-02-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,Medium,4.2,2
1169,Brianna Drake,vickierobinson@example.com,vickierobinson,10-12-1984,Female,Nguyenberg,11-03-2024,11-03-2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Medium,4.2,9
1170,Sarah Mosley,fhughes@example.com,fhughes,15-10-2000,Male,Harmonton,22-02-2024,21-02-2025,Annual,Visa,Manual,Regular,Books,Documentary,Smartphone,Medium,4,0
1171,Christopher Johnson,leonardharvey@example.org,leonardharvey,27-09-1957,Female,Steinshire,29-01-2024,28-01-2025,Annual,Amex,Manual,Frequent,Electronics,Horror,Smartphone,Low,4.4,1
1172,Michelle West,normanjermaine@example.com,normanjermaine,17-07-1946,Male,Joneshaven,29-01-2024,28-01-2025,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,Medium,4.6,7
1173,Crystal Gomez,xrodriguez@example.net,xrodriguez,29-11-1973,Female,Contrerasshire,09-03-2024,09-03-2025,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Tablet,Low,3.8,2
1174,Jennifer Pham,jonesalbert@example.net,jonesalbert,26-01-1940,Male,Williamsport,02-02-2024,01-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smart TV,Medium,3.8,3
1175,Michael Smith,rrobles@example.org,rrobles,16-09-1982,Female,Murphybury,20-03-2024,20-03-2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smartphone,Low,3.8,1
1176,Mr. Corey Martin,hollandjustin@example.net,hollandjustin,10-12-1986,Male,East David,17-03-2024,17-03-2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,High,3.9,6
1177,Dominique Barnett,fmoore@example.net,fmoore,05-01-2005,Male,Sandersville,04-03-2024,04-03-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.1,9
1178,Alexandra French,susangay@example.org,susangay,20-09-1961,Female,Port David,05-02-2024,04-02-2025,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,High,3.8,9
1179,Sandy Garcia,nsoto@example.org,nsoto,13-12-1988,Female,East Danielstad,08-01-2024,07-01-2025,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.9,5
1180,Richard Morales,shaneandrade@example.com,shaneandrade,30-07-1992,Female,Brettburgh,06-01-2024,05-01-2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,4,6
1181,Martha Douglas,brian63@example.net,brian63,04-05-1997,Female,East Ashley,14-04-2024,14-04-2025,Monthly,Visa,Auto-renew,Regular,Books,Romance,Smart TV,Low,3.9,7
1182,John Campbell,anthonyjones@example.org,anthonyjones,09-02-1959,Female,Juliemouth,07-04-2024,07-04-2025,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Low,3.1,9
1183,Michael Patton,jennifermiller@example.org,jennifermiller,21-07-1969,Male,Annaville,19-02-2024,18-02-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,Low,4.1,5
1184,Emma Martinez,kerri32@example.org,kerri32,23-10-1970,Female,Oliviaberg,28-03-2024,28-03-2025,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.1,8
1185,Kristopher Miller,jessicahernandez@example.com,jessicahernandez,11-06-1980,Female,West Peterburgh,01-01-2024,31-12-2024,Annual,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Smart TV,High,3.1,3
1186,Antonio Chavez,vjohnson@example.net,vjohnson,03-10-1991,Female,New Erinchester,13-01-2024,12-01-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,3.1,4
1187,Jordan Wallace,guerrerosheri@example.org,guerrerosheri,13-11-1937,Female,Coxfurt,29-03-2024,29-03-2025,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smartphone,High,4.3,2
1188,Alexander Pearson,heather26@example.net,heather26,16-05-1949,Male,Manuelview,13-01-2024,12-01-2025,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Low,3.9,7
1189,Daniel Allen,amy73@example.com,amy73,17-03-1984,Male,Lake Lindsey,14-01-2024,13-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Documentary,Tablet,Low,4.6,1
1190,Bryan Martin,hunterthomas@example.org,hunterthomas,07-12-1992,Male,Hernandezmouth,16-03-2024,16-03-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Smart TV,Medium,3.3,2
1191,Wyatt Li,rwest@example.org,rwest,09-10-1936,Female,New Stephen,07-04-2024,07-04-2025,Monthly,Mastercard,Manual,Frequent,Books,Action,Smartphone,Low,3.9,10
1192,Sean Berry,natalie27@example.com,natalie27,21-06-2002,Female,Smithhaven,15-02-2024,14-02-2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Romance,Smart TV,Medium,3.9,8
1193,Laura Vega,zwilliams@example.net,zwilliams,12-03-1982,Female,Samuelstad,24-01-2024,23-01-2025,Annual,Amex,Manual,Frequent,Electronics,Action,Smart TV,Low,3.8,6
1194,Lori Garcia MD,matthewjackson@example.net,matthewjackson,22-08-1982,Male,South Marcusland,24-03-2024,24-03-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Smartphone,Medium,3.8,1
1195,Jenna Martinez,martin73@example.com,martin73,13-12-1978,Male,Markton,04-01-2024,03-01-2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Tablet,Medium,4.8,1
1196,Clinton Greene,aaron27@example.com,aaron27,22-08-1965,Female,Johnfurt,21-01-2024,20-01-2025,Monthly,Visa,Manual,Regular,Books,Horror,Smartphone,Low,4.1,10
1197,Patrick Perez,bpatterson@example.net,bpatterson,16-04-1988,Male,Dawnchester,15-01-2024,14-01-2025,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smart TV,Medium,4.9,6
1198,Tiffany Oneill,xturner@example.org,xturner,29-08-1937,Female,Douglasbury,12-02-2024,11-02-2025,Annual,Amex,Auto-renew,Occasional,Clothing,Drama,Smart TV,High,4.1,2
1199,Tammy Jarvis,cruztodd@example.org,cruztodd,30-11-1976,Female,Matthewbury,25-03-2024,25-03-2025,Monthly,Amex,Auto-renew,Frequent,Books,Comedy,Smart TV,High,3.4,5
1200,Joseph Taylor,brooksaudrey@example.com,brooksaudrey,03-12-1988,Female,Port Michaelmouth,16-02-2024,15-02-2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,4.7,2
1201,Jessica Chambers,christopher10@example.org,christopher10,27-10-1990,Female,Kennedyview,13-01-2024,12-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Medium,4,2
1202,Benjamin Harvey,amy83@example.net,amy83,07-11-1968,Male,West Timothy,16-02-2024,15-02-2025,Annual,Visa,Manual,Occasional,Clothing,Documentary,Smartphone,Low,3.6,2
1203,Robert Harmon,elizabethkhan@example.org,elizabethkhan,03-01-1941,Male,Jamesshire,12-03-2024,12-03-2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,3.1,3
1204,Andrew Smith,nwilliams@example.org,nwilliams,17-08-2004,Female,East Christophertown,02-03-2024,02-03-2025,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Tablet,High,3.8,5
1205,Sean Fitzgerald,simmonselizabeth@example.net,simmonselizabeth,27-09-1988,Male,Port Scott,21-02-2024,20-02-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Medium,4.3,1
1206,Alexander Anderson,lunderwood@example.net,lunderwood,17-09-1943,Female,Carlland,25-03-2024,25-03-2025,Annual,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.4,3
1207,Jonathan Smith,cynthiasummers@example.net,cynthiasummers,21-04-1968,Female,Lake Jeremystad,28-03-2024,28-03-2025,Monthly,Amex,Auto-renew,Regular,Electronics,Horror,Tablet,High,3.2,7
1208,James Wallace,justinwilson@example.com,justinwilson,12-08-1998,Male,Jennatown,20-01-2024,19-01-2025,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,High,4.2,2
1209,Andrew Moore,maldonadoashley@example.net,maldonadoashley,03-07-1936,Female,Hernandezchester,22-02-2024,21-02-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smartphone,High,3.8,7
1210,Carmen Frazier,powersdavid@example.com,powersdavid,19-08-1994,Male,North Sheriborough,19-01-2024,18-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Tablet,High,4.9,1
1211,Leah Lee,kaylamckee@example.net,kaylamckee,26-12-1960,Male,East Jessicabury,03-01-2024,02-01-2025,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,High,4.1,4
1212,Edward Miller,jeffrey42@example.net,jeffrey42,30-12-1945,Male,Aaronfort,14-03-2024,14-03-2025,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Smart TV,High,4.5,4
1213,Holly Moreno,stokesandrew@example.com,stokesandrew,20-07-1942,Male,Bestmouth,28-03-2024,28-03-2025,Annual,Amex,Auto-renew,Regular,Books,Romance,Smart TV,Medium,3.8,9
1214,Joseph Phillips,allisonpalmer@example.com,allisonpalmer,11-08-1997,Male,Lake April,22-02-2024,21-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smartphone,High,4.2,6
1215,Christy Johnson,bradley65@example.com,bradley65,08-01-1961,Female,East Erin,18-01-2024,17-01-2025,Monthly,Visa,Auto-renew,Occasional,Books,Drama,Tablet,Medium,3.4,2
1216,Christopher Christensen,lindseyharris@example.net,lindseyharris,13-08-1999,Female,Catherineshire,13-01-2024,12-01-2025,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Medium,3.9,1
1217,William Hines,huntdaniel@example.com,huntdaniel,08-02-1994,Female,Jacquelineshire,03-01-2024,02-01-2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,4,3
1218,Joel Garner,michaelespinoza@example.org,michaelespinoza,31-10-1969,Male,Alexanderside,08-02-2024,07-02-2025,Monthly,Visa,Manual,Occasional,Clothing,Horror,Smartphone,Low,3.5,0
1219,George Jones,flandry@example.org,flandry,02-08-1936,Male,Arellanomouth,27-03-2024,27-03-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Smartphone,Low,4.4,8
1220,Reginald Smith,bbell@example.org,bbell,03-06-1966,Female,West Samuelfort,20-03-2024,20-03-2025,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smartphone,Low,4.7,1
1221,Alexander Whitaker,smithamy@example.net,smithamy,12-04-1964,Male,South Caitlin,15-01-2024,14-01-2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,3.5,2
1222,Jacob Stone,jhall@example.com,jhall,20-02-2006,Male,New Pamela,14-04-2024,14-04-2025,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Smartphone,Low,3.2,3
1223,Leslie Johnson,alec37@example.org,alec37,12-05-1944,Male,Lake Alexandraborough,08-03-2024,08-03-2025,Monthly,Mastercard,Manual,Regular,Electronics,Horror,Smartphone,Low,3.8,7
1224,Becky Wilson,stephennewman@example.net,stephennewman,05-11-1966,Male,Maldonadoshire,12-03-2024,12-03-2025,Monthly,Visa,Manual,Frequent,Books,Romance,Tablet,High,4.2,8
1225,Carlos Hill,melissafleming@example.com,melissafleming,20-12-1936,Male,East Amy,07-04-2024,07-04-2025,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Tablet,Low,3.6,5
1226,Evan Garcia,mike48@example.com,mike48,13-03-1995,Female,Allisonborough,16-02-2024,15-02-2025,Monthly,Amex,Manual,Frequent,Books,Action,Smart TV,Low,4.5,2
1227,Michael Evans,carolyn45@example.org,carolyn45,13-02-1950,Male,East Laura,19-01-2024,18-01-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.4,2
1228,Jesus Reynolds,jimenezgeoffrey@example.com,jimenezgeoffrey,07-02-1942,Male,Lake Brittany,15-02-2024,14-02-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.7,5
1229,Lisa Walker,reneecox@example.com,reneecox,09-08-1993,Male,Lake Jordan,07-02-2024,06-02-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Smart TV,Low,3.4,4
1230,Erik Gonzales,riosamber@example.org,riosamber,30-03-1976,Male,Shortfurt,11-02-2024,10-02-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Smart TV,Low,4.3,8
1231,Richard Lang,jenniferodom@example.org,jenniferodom,19-11-1951,Female,Port Thomasfort,10-03-2024,10-03-2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,4.3,9
1232,Tracey Jenkins,annataylor@example.com,annataylor,28-04-1947,Male,East Aaron,10-04-2024,10-04-2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,3.2,2
1233,Travis Banks,gomezryan@example.org,gomezryan,29-09-1970,Female,East Brian,21-01-2024,20-01-2025,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,3.6,5
1234,Denise Joseph,shirley12@example.org,shirley12,02-12-1979,Female,East Corey,02-04-2024,02-04-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Romance,Smartphone,Low,4.7,4
1235,Carrie Guerrero,destiny87@example.net,destiny87,11-11-1969,Male,West Christopher,14-03-2024,14-03-2025,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,3.6,10
1236,Bruce Jacobs,benjaminbass@example.net,benjaminbass,19-08-1967,Male,Pettyhaven,08-03-2024,08-03-2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,4.2,4
1237,Robert Palmer,millertyler@example.net,millertyler,04-11-1981,Male,Carolynview,19-03-2024,19-03-2025,Monthly,Amex,Manual,Occasional,Electronics,Action,Tablet,High,3.7,10
1238,Jessica Estes PhD,allennicole@example.org,allennicole,07-05-1943,Female,Bushfort,08-03-2024,08-03-2025,Annual,Visa,Auto-renew,Occasional,Books,Action,Smart TV,High,3.3,10
1239,Autumn Chambers,johnprice@example.net,johnprice,04-09-1936,Female,Monicamouth,27-02-2024,26-02-2025,Annual,Mastercard,Manual,Occasional,Books,Romance,Smart TV,Low,3.4,1
1240,David Harris,william88@example.net,william88,11-02-1935,Female,West Danielburgh,06-04-2024,06-04-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Medium,4.5,4
1241,Jeffrey Becker,elizabethnelson@example.net,elizabethnelson,15-05-1952,Female,Jenniferhaven,27-02-2024,26-02-2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Tablet,High,4.3,6
1242,Chris Humphrey,billy70@example.org,billy70,21-06-1958,Male,East Charlesport,23-02-2024,22-02-2025,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,3.6,5
1243,Henry Tucker,fjoyce@example.net,fjoyce,02-01-1968,Male,North Thomasville,16-02-2024,15-02-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,3.6,3
1244,Whitney Jones,gvega@example.net,gvega,09-01-1985,Male,Loganstad,01-01-2024,31-12-2024,Annual,Amex,Auto-renew,Occasional,Books,Drama,Smart TV,High,4.8,7
1245,Edward Santiago,waremaria@example.com,waremaria,11-11-1942,Female,New Joshua,13-02-2024,12-02-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Low,3.3,9
1246,Whitney Cabrera,awest@example.com,awest,02-07-1990,Female,Jenniferborough,24-02-2024,23-02-2025,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,4.8,9
1247,Andrew Greene,michael56@example.org,michael56,15-12-1979,Female,Boyerchester,05-02-2024,04-02-2025,Annual,Visa,Manual,Regular,Electronics,Romance,Smartphone,Medium,3,9
1248,Cody Cook,whitemichelle@example.net,whitemichelle,22-06-1966,Female,North Aaron,28-03-2024,28-03-2025,Monthly,Mastercard,Manual,Occasional,Books,Action,Smart TV,Low,3.8,4
1249,Haley Jackson,sbennett@example.org,sbennett,15-02-1991,Male,Riversside,15-03-2024,15-03-2025,Annual,Amex,Manual,Occasional,Clothing,Action,Tablet,Low,4.7,5
1250,Douglas Thomas,jasonrasmussen@example.com,jasonrasmussen,22-05-1937,Male,Carolville,04-03-2024,04-03-2025,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,3.5,2
1251,Keith Juarez,qbrown@example.net,qbrown,06-04-1944,Male,Port Gary,18-01-2024,17-01-2025,Annual,Visa,Manual,Occasional,Clothing,Documentary,Smart TV,Low,3,1
1252,Maria Miller,dennis03@example.com,dennis03,17-08-1947,Male,New Jacobfurt,27-03-2024,27-03-2025,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,High,3.6,9
1253,John Nichols,ashleygray@example.org,ashleygray,24-06-1988,Male,West Jeffrey,20-03-2024,20-03-2025,Annual,Amex,Manual,Frequent,Clothing,Horror,Tablet,Low,3.8,3
1254,Angela Terry,baileynorton@example.org,baileynorton,24-03-1997,Male,New Elizabeth,22-03-2024,22-03-2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Smartphone,Medium,4.6,6
1255,Tracie Thomas,justin95@example.com,justin95,13-10-1951,Female,South Angelamouth,08-01-2024,07-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,7
1256,Chad Kennedy,joshua03@example.org,joshua03,25-08-1950,Female,Sotoville,14-02-2024,13-02-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Comedy,Tablet,Low,4.3,8
1257,Renee Green,nfoster@example.com,nfoster,27-12-1972,Female,Larryshire,14-04-2024,14-04-2025,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.6,10
1258,James Hubbard,erica62@example.org,erica62,20-05-1997,Female,South Hannah,24-01-2024,23-01-2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,Low,3.6,2
1259,Julie Wong,amanda85@example.net,amanda85,02-04-1974,Female,Christinaton,27-02-2024,26-02-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Medium,4.3,9
1260,Crystal Gonzalez,gbautista@example.net,gbautista,16-10-1937,Female,Gilesport,06-03-2024,06-03-2025,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.2,3
1261,Ryan Gallagher,randywhite@example.net,randywhite,29-03-1950,Male,Danielsmouth,08-01-2024,07-01-2025,Monthly,Amex,Manual,Frequent,Books,Comedy,Smartphone,Medium,4.1,4
1262,Jose Taylor,uhall@example.com,uhall,21-01-1978,Male,North Thomas,31-01-2024,30-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Drama,Smart TV,High,4.2,7
1263,Leslie Morales,jaclyn86@example.com,jaclyn86,14-09-1969,Female,Johnsonborough,13-01-2024,12-01-2025,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.5,7
1264,Amber Peters,contrerasbrooke@example.org,contrerasbrooke,06-05-1992,Male,Nancybury,24-02-2024,23-02-2025,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.9,5
1265,Alex Mccall,mfreeman@example.com,mfreeman,19-11-1983,Female,Nelsonhaven,03-03-2024,03-03-2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,6
1266,Briana Hall,mckinneykatherine@example.net,mckinneykatherine,27-10-1968,Male,New Antonio,06-01-2024,05-01-2025,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Medium,4,0
1267,Christine Reed,rebeccahernandez@example.com,rebeccahernandez,10-10-1997,Male,West Rachelstad,08-03-2024,08-03-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.1,7
1268,Joshua Kirk,forddouglas@example.net,forddouglas,18-02-1968,Female,East Bettyfurt,04-02-2024,03-02-2025,Annual,Visa,Manual,Regular,Books,Romance,Smart TV,Medium,3,0
1269,Sean Allen,rodriguezhenry@example.org,rodriguezhenry,31-01-1949,Female,Christinaland,03-02-2024,02-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.5,10
1270,Billy Wallace,pattersonandrea@example.org,pattersonandrea,16-09-1946,Female,West Timothyborough,18-01-2024,17-01-2025,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,4.3,5
1271,Kevin Allen,allisonstrong@example.org,allisonstrong,20-04-1939,Male,New Rickymouth,09-01-2024,08-01-2025,Annual,Visa,Manual,Regular,Books,Romance,Tablet,Medium,3.5,8
1272,Andrew Johnson,matthewharrison@example.net,matthewharrison,21-03-1982,Male,Meyerville,26-03-2024,26-03-2025,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.1,10
1273,James Fritz,kparker@example.org,kparker,07-05-1940,Female,Donnaview,14-01-2024,13-01-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.2,4
1274,Lee Gonzalez DDS,kevin83@example.org,kevin83,07-12-1966,Male,Adamsbury,08-01-2024,07-01-2025,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.2,1
1275,Katelyn Mccarthy,zwashington@example.net,zwashington,16-05-1937,Female,North Steven,24-02-2024,23-02-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.5,5
1276,William Thomas,alyssa28@example.com,alyssa28,02-05-1952,Male,Chelseamouth,02-04-2024,02-04-2025,Monthly,Mastercard,Manual,Regular,Electronics,Documentary,Smartphone,Low,5,2
1277,Melanie Martin,riceallison@example.com,riceallison,16-01-1969,Male,Simmonsside,01-01-2024,31-12-2024,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,3
1278,Melissa Goodwin,garciajennifer@example.net,garciajennifer,11-06-1978,Male,Butlerland,26-03-2024,26-03-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,4.3,0
